#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Provincia_PA,Sigla_provincia_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2019","UNIVERSITA' E POLITECNICI","CALABRIA","EMILIA ROMAGNA","PARMA","PR","TD","1","1","414,62","100","410","1","1","1","1","7","0"
"2019","UNIVERSITA' E POLITECNICI","CAMPANIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","41","41","225042,07","80,49","225776,11","1","16","1","21","13,1","0"
"2019","UNIVERSITA' E POLITECNICI","CAMPANIA","EMILIA ROMAGNA","FERRARA","FE","TD","5","5","18948","80","19479","1","4","1","3","4","0"
"2019","UNIVERSITA' E POLITECNICI","CAMPANIA","EMILIA ROMAGNA","MODENA","MO","TD","2","2",,"0","37586,23","1","2","1","2","15,5","0"
"2019","UNIVERSITA' E POLITECNICI","CAMPANIA","EMILIA ROMAGNA","PARMA","PR","TD","7","7","1221,08","28,57","4910,76","1","2","1","3","9,57","0"
"2019","UNIVERSITA' E POLITECNICI","GERMANIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","2","2","37000","50","40967,04","1","2","1","2","15","0"
"2019","UNIVERSITA' E POLITECNICI","GERMANIA","EMILIA ROMAGNA","MODENA","MO","TD","1","1",,"0","16686,87","1","1","1","1","5","0"
"2019","UNIVERSITA' E POLITECNICI","GERMANIA","EMILIA ROMAGNA","PARMA","PR","TD","1","1","4600","100","4600","1","1","1","1","4","0"
"2019","UNIVERSITA' E POLITECNICI","NORVEGIA","EMILIA ROMAGNA","PARMA","PR","TD","2","2","1795,18","100","1772,78","1","1","1","1","10","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","BOLOGNA","BO","TD","86","86","439960,37","88,37","472425,36","1","32","1","29","11,33","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","3314","100","3314","1","1","1","1","5","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","FERRARA","FE","TD","3","3","4505","66,67","6803","1","3","1","3","5,67","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","MODENA","MO","TD","13","13","2000","7,69","91701,58","1","5","1","7","4,31","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","PARMA","PR","TD","46","46","113867,7","76,09","126296,47","1","14","1","11","6,22","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","1","1",,"0","36000","1","1","1","1","7","0"
"2019","UNIVERSITA' E POLITECNICI","SARDEGNA","EMILIA ROMAGNA","BOLOGNA","BO","TD","6","6","16109,07","100","14893,17","1","4","1","5","8,83","0"
"2019","UNIVERSITA' E POLITECNICI","SARDEGNA","EMILIA ROMAGNA","PARMA","PR","TD","4","4","27000","100","26893","1","3","1","2","12","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","1163","1163","2951228,22","73","3937165,2","1","244","1","63","13,93","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","6","6","20767","100","20665,67","1","3","1","2","4,33","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","FERRARA","FE","TD","176","176","279992,04","16,48","522955,19","1","59","1","9","6,84","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","MODENA","MO","TD","65","65","24696,75","10,77","666304,41","1","40","1","16","8,18","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","PARMA","PR","TD","838","838","1833316,89","69,21","2215938,92","1","123","1","25","10,31","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","10","10",,"0","62432,7","1","8","1","1","9,8","0"
"2019","UNIVERSITA' E POLITECNICI","BASILICATA","EMILIA ROMAGNA","BOLOGNA","BO","TD","1","1",,"0","260","1","1","1","1","14","0"
"2019","UNIVERSITA' E POLITECNICI","SAN MARINO","EMILIA ROMAGNA","BOLOGNA","BO","TD","2","2","68193,04","100","67320","1","2","1","2","8","0"
"2019","UNIVERSITA' E POLITECNICI","PAESI BASSI","EMILIA ROMAGNA","PARMA","PR","TD","1","1","155000","100","154950","1","1","1","1","12","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","BOLOGNA","BO","TD","1912","1912","5954670,45","66,84","7942943,04","1","587","1","86","10,45","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","45","45","87760,38","100","87457,04","1","36","1","2","6,47","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","FERRARA","FE","TD","47","47","133984,14","55,32","233253,68","1","42","1","10","6,94","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","MODENA","MO","TD","117","117","270021,67","23,93","666662,98","1","72","1","23","13,26","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","PARMA","PR","TD","345","345","1011009,4","84,35","1194507,45","1","117","1","26","9,02","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","9","9","4684","11,11","18624,2","1","8","1","1","10,89","0"
"2019","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","BOLOGNA","BO","TD","24","24","19244,59","62,5","29453,04","1","10","1","13","18,67","0"
"2019","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","FERRARA","FE","TD","2","2","2040","50","2509,67","1","2","1","2","10","0"
"2019","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","MODENA","MO","TD","3","3","9001","33,33","24137","1","3","1","3","10,33","0"
"2019","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","PARMA","PR","TD","2","2","4500","100","3799,2","1","2","1","2","6","0"
"2019","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","28","28","177956,82","78,57","178799,41","1","16","1","18","10,07","0"
"2019","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","4000","100","3990","1","1","1","1","7","0"
"2019","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","FERRARA","FE","TD","1","1","3100","100","3100","1","1","1","1","3","0"
"2019","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","MODENA","MO","TD","5","5","19473","40","38475","1","3","1","5","14","0"
"2019","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","PARMA","PR","TD","11","11","31958","63,64","55012,55","1","10","1","7","11,64","0"
"2019","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","TD","1","1",,"0","2897","1","1","1","1","6","0"
"2019","UNIVERSITA' E POLITECNICI","LAZIO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","14","14","263155,75","92,86","306008,58","1","12","1","4","20,93","0"
"2019","UNIVERSITA' E POLITECNICI","MARCHE","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1",,"0","5093,3","1","1","1","1","7","0"
"2019","UNIVERSITA' E POLITECNICI","UMBRIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1",,"0","468","1","1","1","1","3","0"
"2019","UNIVERSITA' E POLITECNICI","VENETO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","13","13","82893,45","76,92","201309,19","1","9","1","5","10,38","0"
"2019","UNIVERSITA' E POLITECNICI","ABRUZZO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","4","4","21527,33","75","22130,15","1","2","1","2","13,25","0"
"2019","UNIVERSITA' E POLITECNICI","LIGURIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","3","3","6560","100","6488,15","1","2","1","1","5,33","0"
"2019","UNIVERSITA' E POLITECNICI","TOSCANA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","4","4","8783","75","13175","1","4","1","3","12,75","0"
"2019","UNIVERSITA' E POLITECNICI","CALABRIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1","3230","100","3230","1","1","1","1","7","0"
"2019","UNIVERSITA' E POLITECNICI","CAMPANIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","2","2","3050","50","5785","1","2","1","1","8","0"
"2019","UNIVERSITA' E POLITECNICI","PIEMONTE","TRENTINO ALTO ADIGE","TRENTO","TN","TD","7","7","31672,6","85,71","32547,64","1","6","1","5","6,86","0"
"2019","UNIVERSITA' E POLITECNICI","LOMBARDIA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","54","54","647458,01","66,67","774089,92","1","44","1","9","15,11","0"
"2019","UNIVERSITA' E POLITECNICI","REGNO UNITO","TRENTINO ALTO ADIGE","TRENTO","TN","TD","1","1","4491,73","100","4491","1","1","1","1","12","0"
"2019","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","TRENTINO ALTO ADIGE","TRENTO","TN","TD","12","12","46828","41,67","84079,51","1","11","1","6","19,08","0"
"2019","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","TRENTINO ALTO ADIGE","TRENTO","TN","TD","11","11","182121,08","72,73","221036,4","1","9","1","3","14,27","0"
"2019","COMUNI","LIGURIA","ABRUZZO","CHIETI","CH","TD","1","1","1800","100","1785","1","1","1","1","51","0"
"2019","COMUNI","SICILIA","ABRUZZO","L'AQUILA","AQ","TD","3","3","35000","33,33","39160","1","2","2","2","28","0"
"2019","COMUNI","SICILIA","ABRUZZO","TERAMO","TE","TD","1","1",,"0","750","1","1","1","1","1","0"
"2019","COMUNI","TOSCANA","ABRUZZO","L'AQUILA","AQ","TD","2","2","24420","100","24298","1","2","2","2","4,5","0"
"2019","COMUNI","TOSCANA","ABRUZZO","CHIETI","CH","TD","1","1",,"0","1950","1","1","1","1","2","0"
"2019","COMUNI","TOSCANA","ABRUZZO","PESCARA","PE","TD","5","5","28881,75","60","44220,68","1","3","2","5","8,4","0"
"2019","COMUNI","TOSCANA","ABRUZZO","TERAMO","TE","TD","6","6","460","16,67","71652","1","6","5","5","43,5","0"
"2019","COMUNI","CALABRIA","ABRUZZO","L'AQUILA","AQ","TD","1","1","7800","100","7780,5","1","1","1","1","5","0"
"2019","COMUNI","CALABRIA","ABRUZZO","TERAMO","TE","TD","1","1","7000","100","7000","1","1","1","1","5","0"
"2019","COMUNI","CAMPANIA","ABRUZZO","L'AQUILA","AQ","TD","8","8","29683,45","62,5","51230,05","1","8","7","8","7,5","0"
"2019","COMUNI","CAMPANIA","ABRUZZO","CHIETI","CH","TD","1","1","9000","100","8100","1","1","1","1","407","0"
"2019","COMUNI","CAMPANIA","ABRUZZO","PESCARA","PE","TD","2","2","18611,57","50","18568,1","1","2","2","2","19,5","0"
"2019","COMUNI","CAMPANIA","ABRUZZO","TERAMO","TE","TD","2","2","35000","50","35084","1","2","2","2","12","0"
"2019","COMUNI","PIEMONTE","ABRUZZO","L'AQUILA","AQ","TD","6","6","3455,82","33,33","50014,97","1","3","4","4","7,67","0"
"2019","COMUNI","PIEMONTE","ABRUZZO","CHIETI","CH","TD","2","2","28333","100","28200","1","1","2","2","23,5","0"
"2019","COMUNI","PIEMONTE","ABRUZZO","PESCARA","PE","TD","2","2","32994,93","50","72794,93","1","2","2","2","10","0"
"2019","COMUNI","PIEMONTE","ABRUZZO","TERAMO","TE","TD","1","1","4000","100","3980","1","1","1","1","3","0"
"2019","COMUNI","LOMBARDIA","ABRUZZO","L'AQUILA","AQ","TD","22","22","59140,85","36,36","205549,99","1","13","11","15","10,55","0"
"2019","COMUNI","LOMBARDIA","ABRUZZO","CHIETI","CH","TD","22","22","70791","63,64","141755,3","1","10","10","13","40,91","0"
"2019","COMUNI","LOMBARDIA","ABRUZZO","PESCARA","PE","TD","15","15","100780","66,67","117823,91","1","8","7","9","7,53","0"
"2019","COMUNI","LOMBARDIA","ABRUZZO","TERAMO","TE","TD","19","19","56438,3","31,58","193882,82","1","17","9","15","21,21","0"
"2019","COMUNI","BASILICATA","ABRUZZO","L'AQUILA","AQ","TD","1","1",,"0","37332,92","1","1","1","1","5","0"
"2019","COMUNI","BASILICATA","ABRUZZO","CHIETI","CH","TD","3","3","40698,46","100","39597,47","1","3","3","3","13,33","0"
"2019","COMUNI","EMILIA ROMAGNA","ABRUZZO","L'AQUILA","AQ","TD","5","5","56345,4","60","86665,22","1","5","5","5","16,4","0"
"2019","COMUNI","EMILIA ROMAGNA","ABRUZZO","CHIETI","CH","TD","11","11","58083","36,36","103037,53","1","6","4","6","29","0"
"2019","COMUNI","EMILIA ROMAGNA","ABRUZZO","PESCARA","PE","TD","6","6","61066","50","68808,48","1","2","3","6","23","0"
"2019","COMUNI","EMILIA ROMAGNA","ABRUZZO","TERAMO","TE","TD","22","22","157502","50","281555,92","1","8","12","14","17,64","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","ABRUZZO","L'AQUILA","AQ","TD","1","1","4500","100","4455","1","1","1","1","22","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","ABRUZZO","L'AQUILA","AQ","TD","2","2","115700","100","115700","1","1","1","1","14,5","0"
"2019","COMUNI","FRIULI VENEZIA GIULIA","ABRUZZO","TERAMO","TE","TD","2","2","7020","50","16516,8","1","2","2","2","11","0"
"2019","COMUNI","LAZIO","LIGURIA","GENOVA","GE","TD","30","30","230920,88","66,67","318204,32","1","23","10","26","32","0"
"2019","COMUNI","LAZIO","LIGURIA","IMPERIA","IM","TD","10","10","39900","10","84793,78","1","8","4","7","15,3","0"
"2019","COMUNI","LAZIO","LIGURIA","LA SPEZIA","SP","TD","7","7",,"0","39015,56","1","7","4","6","15,43","0"
"2019","COMUNI","LAZIO","LIGURIA","SAVONA","SV","TD","17","17","138136,5","64,71","185676,81","1","10","13","16","14,82","0"
"2019","COMUNI","MARCHE","LIGURIA","GENOVA","GE","TD","9","9","51310,24","88,89","56435,08","1","7","6","7","17","0"
"2019","COMUNI","MARCHE","LIGURIA","SAVONA","SV","TD","1","1",,"0","3866,8","1","1","1","1","21","0"
"2019","COMUNI","MOLISE","LIGURIA","GENOVA","GE","TD","2","2","2459,02","50","5480,65","1","2","1","2","44,5","0"
"2019","COMUNI","PUGLIA","LIGURIA","GENOVA","GE","TD","10","10","44400","50","74958,92","1","7","4","7","30,8","0"
"2019","COMUNI","PUGLIA","LIGURIA","IMPERIA","IM","TD","2","2",,"0","12513,1","1","2","2","2","5,5","0"
"2019","COMUNI","PUGLIA","LIGURIA","LA SPEZIA","SP","TD","3","3","19374","100","13761,6","1","1","1","1","5,33","0"
"2019","COMUNI","PUGLIA","LIGURIA","SAVONA","SV","TD","5","5","10030,64","40","49612,94","1","5","4","5","25,2","0"
"2019","COMUNI","UMBRIA","LIGURIA","GENOVA","GE","TD","6","6","87083,21","66,67","118761,33","1","6","2","5","26,33","0"
"2019","COMUNI","UMBRIA","LIGURIA","IMPERIA","IM","TD","1","1","35000","100","35075","1","1","1","1","13","0"
"2019","COMUNI","UMBRIA","LIGURIA","SAVONA","SV","TD","3","3",,"0","42123,34","1","2","2","2","27,33","0"
"2019","COMUNI","VENETO","LIGURIA","GENOVA","GE","TD","27","27","204651,47","55,56","259174,92","1","21","5","17","30,33","0"
"2019","COMUNI","VENETO","LIGURIA","IMPERIA","IM","TD","7","7","103713,64","42,86","149927,5","1","6","5","6","11,57","0"
"2019","COMUNI","VENETO","LIGURIA","LA SPEZIA","SP","TD","6","6","13000","16,67","42498,78","1","4","4","5","171,67","0"
"2019","COMUNI","VENETO","LIGURIA","SAVONA","SV","TD","14","14","106348","57,14","135234,1","1","10","7","11","16,86","0"
"2019","COMUNI","ABRUZZO","LIGURIA","LA SPEZIA","SP","TD","1","1","12295,08","100","12294","1","1","1","1","5","0"
"2019","COMUNI","ABRUZZO","LIGURIA","SAVONA","SV","TD","1","1","1760","100","1744,06","1","1","1","1","41","0"
"2019","COMUNI","LIGURIA","LIGURIA","GENOVA","GE","TD","588","588","5280722,32","75","5844716,62","1","342","42","117","34,08","0"
"2019","COMUNI","LIGURIA","LIGURIA","IMPERIA","IM","TD","220","220","2423078,74","70,45","2793057,9","1","125","34","67","12,51","0"
"2019","COMUNI","LIGURIA","LIGURIA","LA SPEZIA","SP","TD","86","86","811614","68,6","1168643,25","1","65","17","29","22,43","0"
"2019","COMUNI","LIGURIA","LIGURIA","SAVONA","SV","TD","316","316","3232735,06","80,06","3618459,34","1","173","45","88","13,24","0"
"2019","COMUNI","SICILIA","LIGURIA","GENOVA","GE","TD","3","3","18585","33,33","18655,95","1","3","2","3","23,33","0"
"2019","COMUNI","SICILIA","LIGURIA","IMPERIA","IM","TD","1","1",,"0","84,96","1","1","1","1","67","0"
"2019","COMUNI","TOSCANA","LIGURIA","GENOVA","GE","TD","27","27","70911,97","55,56","170772,62","1","19","8","19","27,7","0"
"2019","COMUNI","TOSCANA","LIGURIA","IMPERIA","IM","TD","4","4","27800","50","39795,3","1","3","2","3","11","0"
"2019","COMUNI","TOSCANA","LIGURIA","LA SPEZIA","SP","TD","28","28","265737,36","67,86","308121,81","1","18","10","15","21,11","0"
"2019","COMUNI","TOSCANA","LIGURIA","SAVONA","SV","TD","5","5","38367","60","46654,8","1","5","5","5","8","0"
"2019","COMUNI","CALABRIA","LIGURIA","GENOVA","GE","TD","3","3","21795","100","13535,12","1","2","1","2","29,67","0"
"2019","COMUNI","CALABRIA","LIGURIA","LA SPEZIA","SP","TD","1","1",,"0","952","1","1","1","1","4","0"
"2019","COMUNI","CAMPANIA","LIGURIA","GENOVA","GE","TD","10","10","37260","60","42018,14","1","9","6","9","23,2","0"
"2019","COMUNI","CAMPANIA","LIGURIA","IMPERIA","IM","TD","4","4","12500","25","29999","1","2","2","2","20,75","0"
"2019","COMUNI","CAMPANIA","LIGURIA","LA SPEZIA","SP","TD","3","3",,"0","4755,25","1","2","2","2","15,67","0"
"2019","COMUNI","PIEMONTE","LIGURIA","GENOVA","GE","TD","56","56","381178,28","71,43","517291,77","1","39","21","35","18,18","0"
"2019","COMUNI","PIEMONTE","LIGURIA","IMPERIA","IM","TD","27","27","232236,59","59,26","301164,49","1","22","16","24","9,44","0"
"2019","COMUNI","PIEMONTE","LIGURIA","LA SPEZIA","SP","TD","7","7","93142,04","85,71","83964,38","1","7","6","7","15,71","0"
"2019","COMUNI","PIEMONTE","LIGURIA","SAVONA","SV","TD","57","57","718479,57","75,44","849330,94","1","34","31","37","15,3","0"
"2019","COMUNI","SARDEGNA","LIGURIA","GENOVA","GE","TD","1","1",,"0","460","1","1","1","1","27","0"
"2019","COMUNI","SARDEGNA","LIGURIA","LA SPEZIA","SP","TD","1","1","3350","100","3350","1","1","1","1","9","0"
"2019","COMUNI","LOMBARDIA","LIGURIA","GENOVA","GE","TD","121","121","656723,04","60,33","1155151,39","1","70","17","44","25,59","0"
"2019","COMUNI","LOMBARDIA","LIGURIA","IMPERIA","IM","TD","32","32","160082,86","37,5","246030,35","1","21","12","23","14,44","0"
"2019","COMUNI","LOMBARDIA","LIGURIA","LA SPEZIA","SP","TD","16","16","188110,37","56,25","246397,26","1","13","9","14","8,94","0"
"2019","COMUNI","LOMBARDIA","LIGURIA","SAVONA","SV","TD","53","53","423778,53","58,49","519579,31","1","35","22","33","13,92","0"
"2019","COMUNI","BASILICATA","LIGURIA","LA SPEZIA","SP","TD","1","1",,"0","13500","1","1","1","1","19","0"
"2019","COMUNI","BASILICATA","LIGURIA","SAVONA","SV","TD","1","1","17,1","100","26340","1","1","1","1","98","0"
"2019","COMUNI","VALLE D'AOSTA","LIGURIA","SAVONA","SV","TD","1","1","2800","100","2700","1","1","1","1","2","0"
"2019","COMUNI","EMILIA ROMAGNA","LIGURIA","GENOVA","GE","TD","56","56","455936,39","75","530430,6","1","34","17","40","29,64","0"
"2019","COMUNI","EMILIA ROMAGNA","LIGURIA","IMPERIA","IM","TD","33","33","33549,27","48,48","318064,72","1","12","15","21","14,21","0"
"2019","COMUNI","EMILIA ROMAGNA","LIGURIA","LA SPEZIA","SP","TD","12","12","52958,16","58,33","87758,41","1","9","6","9","8","0"
"2019","COMUNI","EMILIA ROMAGNA","LIGURIA","SAVONA","SV","TD","35","35","129469","48,57","270931,15","1","15","23","30","19,11","0"
"2019","COMUNI","TRENTINO ALTO ADIGE","LIGURIA","GENOVA","GE","TD","12","12","122008,31","58,33","119198,38","1","8","5","12","34,58","0"
"2019","REGIONI","SICILIA","SICILIA","TRAPANI","TP","TD","25","25","223302,57","80","337323,95","1","20","1","5","9,36","0"
"2019","REGIONI","TOSCANA","SICILIA","CATANIA","CT","TD","1","1","6510","100","6510","1","1","1","1","43","0"
"2019","REGIONI","TOSCANA","SICILIA","PALERMO","PA","TD","2","2","1095,9","100","1079","1","2","1","2","1","0"
"2019","REGIONI","TOSCANA","SICILIA","RAGUSA","RG","TD","1","1","6500","100","6490","1","1","1","1","9","0"
"2019","REGIONI","TOSCANA","SICILIA","TRAPANI","TP","TD","1","1",,"0","2408","1","1","1","1","3","0"
"2019","REGIONI","CAMPANIA","SICILIA","MESSINA","ME","TD","1","1","120","100","119","1","1","1","1","13","0"
"2019","REGIONI","CAMPANIA","SICILIA","PALERMO","PA","TD","2","2","4800","50","17252","1","2","1","2","17,5","0"
"2019","REGIONI","PIEMONTE","SICILIA","PALERMO","PA","TD","2","2","780","50","5850","1","2","1","2","16","0"
"2019","REGIONI","SARDEGNA","SICILIA","PALERMO","PA","TD","4","4","4665,5","75","35131,5","1","4","1","3","4,75","0"
"2019","REGIONI","LOMBARDIA","SICILIA","CALTANISSETTA","CL","TD","2","2","2119,91","100","1265,59","1","2","1","1","74","0"
"2019","REGIONI","LOMBARDIA","SICILIA","CATANIA","CT","TD","5","5","27168,85","100","26908,85","1","5","1","1","6,6","0"
"2019","REGIONI","LOMBARDIA","SICILIA","PALERMO","PA","TD","21","21","213469,46","61,9","236059,05","1","16","1","16","12,1","0"
"2019","REGIONI","LOMBARDIA","SICILIA","RAGUSA","RG","TD","1","1","4000","100","3780","1","1","1","1","41","0"
"2019","REGIONI","LOMBARDIA","SICILIA","TRAPANI","TP","TD","3","3","7520","100","7377,5","1","2","1","2","7,67","0"
"2019","REGIONI","EMILIA ROMAGNA","SICILIA","CATANIA","CT","TD","1","1","2591,34","100","2591,34","1","1","1","1","4","0"
"2019","REGIONI","EMILIA ROMAGNA","SICILIA","PALERMO","PA","TD","3","3","5706,5","66,67","5985,5","1","3","1","3","6","0"
"2019","REGIONI","EMILIA ROMAGNA","SICILIA","TRAPANI","TP","TD","1","1","2212,25","100","2207,95","1","1","1","1","4","0"
"2019","REGIONI","FRIULI VENEZIA GIULIA","SICILIA","PALERMO","PA","TD","2","2","1973","50","22427,37","1","2","1","2","1,5","0"
"2019","REGIONI","LAZIO","TOSCANA","FIRENZE","FI","TD","3","3","30502","66,67","35731,65","1","3","1","2","41","0"
"2019","REGIONI","VENETO","TOSCANA","FIRENZE","FI","TD","2","2","6760","100","6716,74","1","2","1","1","6","0"
"2019","REGIONI","SICILIA","TOSCANA","FIRENZE","FI","TD","1","1",,"0","4300","1","1","1","1","17","0"
"2019","REGIONI","TOSCANA","TOSCANA","FIRENZE","FI","TD","4","4","12620","100","12455,92","1","4","1","3","10,5","0"
"2019","REGIONI","LOMBARDIA","TOSCANA","FIRENZE","FI","TD","2","2","58675","100","58634,5","1","2","1","2","17,5","0"
"2019","REGIONI","FRIULI VENEZIA GIULIA","TOSCANA","FIRENZE","FI","TD","1","1",,"0","36790","1","1","1","1","34","0"
"2019","REGIONI","LAZIO","CALABRIA","CATANZARO","CZ","TD","1","1","9836,06","100","9786,06","1","1","1","1","30","0"
"2019","REGIONI","LAZIO","CALABRIA","REGGIO DI CALABRIA","RC","TD","3","3",,"0","28458,55","1","3","1","3","44,33","0"
"2019","REGIONI","PUGLIA","CALABRIA","REGGIO DI CALABRIA","RC","TD","1","1",,"0","2300","1","1","1","1","4","0"
"2019","REGIONI","VENETO","CALABRIA","CATANZARO","CZ","TD","1","1","559","100","507,57","1","1","1","1","7","0"
"2019","REGIONI","ABRUZZO","CALABRIA","CATANZARO","CZ","TD","1","1","6100","100","6030,46","1","1","1","1","9","0"
"2019","REGIONI","CALABRIA","CALABRIA","CATANZARO","CZ","TD","69","69","1022211,33","88,41","1016722,25","1","64","1","19","18,97","0"
"2019","REGIONI","CALABRIA","CALABRIA","REGGIO DI CALABRIA","RC","TD","29","29","118001,29","6,9","632289,95","1","14","1","3","15,48","0"
"2019","REGIONI","PIEMONTE","CALABRIA","CATANZARO","CZ","TD","3","3","42500","66,67","41095","1","3","1","3","9","0"
"2019","REGIONI","LOMBARDIA","CALABRIA","CATANZARO","CZ","TD","9","9","43930","33,33","68126","1","3","1","5","17,11","0"
"2019","REGIONI","LOMBARDIA","CALABRIA","REGGIO DI CALABRIA","RC","TD","3","3",,"0","16067,38","1","3","1","1","23","0"
"2019","REGIONI","EMILIA ROMAGNA","CALABRIA","CATANZARO","CZ","TD","7","7","70680","57,14","70652,55","1","5","1","4","27,57","0"
"2019","REGIONI","EMILIA ROMAGNA","CALABRIA","REGGIO DI CALABRIA","RC","TD","1","1",,"0","14060","1","1","1","1","29","0"
"2019","REGIONI","LAZIO","CAMPANIA","NAPOLI","NA","TD","7","7","117139,04","100","113907,54","1","6","1","3","16,57","0"
"2019","REGIONI","SICILIA","CAMPANIA","NAPOLI","NA","TD","1","1","27000","100","16964,1","1","1","1","1","66","0"
"2019","REGIONI","CAMPANIA","CAMPANIA","NAPOLI","NA","TD","40","40","699756,73","92,5","737963,73","1","39","1","5","21,25","0"
"2019","REGIONI","LOMBARDIA","CAMPANIA","NAPOLI","NA","TD","6","6","112630","100","109842,3","1","4","1","3","21","0"
"2019","REGIONI","EMILIA ROMAGNA","CAMPANIA","NAPOLI","NA","TD","1","1","39200","100","39000","1","1","1","1","22","0"
"2019","REGIONI","FRIULI VENEZIA GIULIA","CAMPANIA","NAPOLI","NA","TD","1","1","39900","100","36516,48","1","1","1","1","20","0"
"2019","REGIONI","LAZIO","PIEMONTE","TORINO","TO","TD","9","9","46986","66,67","62129,54","1","8","1","5","36,56","0"
"2019","REGIONI","PUGLIA","PIEMONTE","TORINO","TO","TD","1","1","22000","100","21780","1","1","1","1","56","0"
"2019","REGIONI","VENETO","PIEMONTE","TORINO","TO","TD","3","3","19000","33,33","23354,09","1","3","1","3","61,67","0"
"2019","REGIONI","LIGURIA","PIEMONTE","TORINO","TO","TD","4","4","44493,16","100","44056,36","1","4","1","3","31","0"
"2019","REGIONI","TOSCANA","PIEMONTE","TORINO","TO","TD","5","5","54837,33","100","47827","1","4","1","4","63,8","0"
